Question,Answer,Intent
Could you explain: why should crops be harvested at the right time?,"Days to harvest represents the approximate time a crop takes to reach harvestable maturity. Harvesting too early can reduce size, yield, or quality, while excessive delay can increase losses from shattering, lodging, pests, disease, weather, or over-ripening. The correct timing is crop-specific.",harvest_timing
Could you explain: what does days to harvest mean?,"Days to harvest represents the approximate time a crop takes to reach harvestable maturity. Harvesting too early can reduce size, yield, or quality, while excessive delay can increase losses from shattering, lodging, pests, disease, weather, or over-ripening. The correct timing is crop-specific.",harvest_timing
Could you explain: does harvest timing affect yield?,"Days to harvest represents the approximate time a crop takes to reach harvestable maturity. Harvesting too early can reduce size, yield, or quality, while excessive delay can increase losses from shattering, lodging, pests, disease, weather, or over-ripening. The correct timing is crop-specific.",harvest_timing
Could you explain: how do farmers know when to harvest?,"Days to harvest represents the approximate time a crop takes to reach harvestable maturity. Harvesting too early can reduce size, yield, or quality, while excessive delay can increase losses from shattering, lodging, pests, disease, weather, or over-ripening. The correct timing is crop-specific.",harvest_timing
Could you explain: why is maturity important before harvesting?,"Days to harvest represents the approximate time a crop takes to reach harvestable maturity. Harvesting too early can reduce size, yield, or quality, while excessive delay can increase losses from shattering, lodging, pests, disease, weather, or over-ripening. The correct timing is crop-specific.",harvest_timing
Could you explain: what inputs does the crop yield model use?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: which features are used for prediction?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: what information do I enter for yield prediction?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: what variables does the model need?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: which columns are used by the regression model?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: what features predict crop yield?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: what data is required for a prediction?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: what does the yield predictor consider?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: which factors are inputs to your model?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
Could you explain: what fields are required by the yield model?,"The crop-yield model uses nine inputs: Region, Soil Type, Crop, Rainfall in millimeters, Temperature in Celsius, Fertilizer Used, Irrigation Used, Weather Condition, and Days to Harvest. It predicts Yield in tons per hectare.",model_inputs
